spqo,present_cnt,absent_cnt
"('organism taxon', 'affects', 'n/a', 'disease or phenotypic feature')",7,0
"('organism taxon', 'affects', 'n/a', 'gene or gene product')",2,0
"('organism taxon', 'affects', 'n/a', 'organism taxon')",1,0
"('organism taxon', 'causes', 'n/a', 'activity')",1,0
"('organism taxon', 'causes', 'n/a', 'anatomical entity')",6,0
"('organism taxon', 'causes', 'n/a', 'biological process')",124,0
"('organism taxon', 'causes', 'n/a', 'disease or phenotypic feature')",9816,0
"('organism taxon', 'causes', 'n/a', 'information content entity')",6,0
"('organism taxon', 'coexists with', 'n/a', 'chemical entity')",1,0
"('organism taxon', 'coexists with', 'n/a', 'disease or phenotypic feature')",579,0
"('organism taxon', 'coexists with', 'n/a', 'gene or gene product')",3,0
"('organism taxon', 'coexists with', 'n/a', 'organism taxon')",489,0
"('organism taxon', 'disrupts', 'n/a', 'biological process')",1,0
"('organism taxon', 'disrupts', 'n/a', 'cell')",1,0
"('organism taxon', 'has part', 'n/a', 'anatomical entity')",513,0
"('organism taxon', 'has part', 'n/a', 'cell')",1051,0
"('organism taxon', 'has part', 'n/a', 'cellular component')",1493,0
"('organism taxon', 'has part', 'n/a', 'chemical entity')",4643,0
"('organism taxon', 'has part', 'n/a', 'disease or phenotypic feature')",455,0
"('organism taxon', 'has part', 'n/a', 'gene or gene product')",17352,0
"('organism taxon', 'has part', 'n/a', 'genomic entity')",74,0
"('organism taxon', 'has part', 'n/a', 'gross anatomical structure')",852,0
"('organism taxon', 'has part', 'n/a', 'information content entity')",42,0
"('organism taxon', 'has part', 'n/a', 'organism taxon')",116,0
"('organism taxon', 'has part', 'n/a', 'polypeptide')",165,0
"('organism taxon', 'has part', 'n/a', 'publication')",1,0
"('organism taxon', 'interacts with', 'n/a', 'agent')",1,0
"('organism taxon', 'interacts with', 'n/a', 'cell')",5,0
"('organism taxon', 'interacts with', 'n/a', 'chemical entity')",71,0
"('organism taxon', 'interacts with', 'n/a', 'clinical attribute')",1,0
"('organism taxon', 'interacts with', 'n/a', 'disease or phenotypic feature')",403,0
"('organism taxon', 'interacts with', 'n/a', 'gene or gene product')",319,0
"('organism taxon', 'interacts with', 'n/a', 'genomic entity')",1,0
"('organism taxon', 'interacts with', 'n/a', 'organism taxon')",2137,0
"('organism taxon', 'interacts with', 'n/a', 'population of individual organisms')",1,0
"('organism taxon', 'located in', 'n/a', 'anatomical entity')",982,0
"('organism taxon', 'located in', 'n/a', 'cell')",2186,0
"('organism taxon', 'located in', 'n/a', 'cellular component')",768,0
"('organism taxon', 'located in', 'n/a', 'chemical entity')",7,0
"('organism taxon', 'located in', 'n/a', 'disease or phenotypic feature')",160,0
"('organism taxon', 'located in', 'n/a', 'gross anatomical structure')",2321,0
"('organism taxon', 'located in', 'n/a', 'human')",1,0
"('organism taxon', 'located in', 'n/a', 'information content entity')",9,0
"('organism taxon', 'located in', 'n/a', 'organism taxon')",328,0
"('organism taxon', 'located in', 'n/a', 'publication')",1,0
"('organism taxon', 'occurs in', 'n/a', 'cohort')",86,0
"('organism taxon', 'occurs in', 'n/a', 'disease or phenotypic feature')",7,0
"('organism taxon', 'occurs in', 'n/a', 'gross anatomical structure')",28,0
"('organism taxon', 'occurs in', 'n/a', 'human')",7,0
"('organism taxon', 'occurs in', 'n/a', 'information content entity')",1,0
"('organism taxon', 'occurs in', 'n/a', 'organism taxon')",1,0
"('organism taxon', 'occurs in', 'n/a', 'population of individual organisms')",71,0
"('organism taxon', 'produces', 'n/a', 'anatomical entity')",3,0
"('organism taxon', 'produces', 'n/a', 'chemical entity')",557,0
"('organism taxon', 'produces', 'n/a', 'gene or gene product')",1163,0
"('organism taxon', 'produces', 'n/a', 'genomic entity')",5,0
"('organism taxon', 'produces', 'n/a', 'polypeptide')",2,0
"('organism taxon', 'related to', 'n/a', 'anatomical entity')",1,0
"('organism taxon', 'related to', 'n/a', 'disease or phenotypic feature')",1975,0
"('organism taxon', 'treats or applied or studied to treat', 'n/a', 'cell')",3,0
"('organism taxon', 'treats or applied or studied to treat', 'n/a', 'disease or phenotypic feature')",3,0
"('phenomenon', 'affects', 'n/a', 'activity')",4,0
"('phenomenon', 'affects', 'n/a', 'anatomical entity')",2,0
"('phenomenon', 'affects', 'n/a', 'behavior')",5,0
"('phenomenon', 'affects', 'n/a', 'biological entity')",1,0
"('phenomenon', 'affects', 'n/a', 'biological process')",523,0
"('phenomenon', 'affects', 'n/a', 'cell')",7,0
"('phenomenon', 'affects', 'n/a', 'chemical entity')",9,0
"('phenomenon', 'affects', 'n/a', 'clinical attribute')",4,0
"('phenomenon', 'affects', 'n/a', 'cohort')",7,0
"('phenomenon', 'affects', 'n/a', 'disease or phenotypic feature')",360,0
"('phenomenon', 'affects', 'n/a', 'gene or gene product')",2,0
"('phenomenon', 'affects', 'n/a', 'gross anatomical structure')",2,0
"('phenomenon', 'affects', 'n/a', 'human')",1,0
"('phenomenon', 'affects', 'n/a', 'information content entity')",8,0
"('phenomenon', 'affects', 'n/a', 'molecular activity')",15,0
"('phenomenon', 'affects', 'n/a', 'organism taxon')",91,0
"('phenomenon', 'affects', 'n/a', 'phenomenon')",38,0
"('phenomenon', 'affects', 'n/a', 'population of individual organisms')",4,0
"('phenomenon', 'affects', 'n/a', 'procedure')",1,0
"('phenomenon', 'causes', 'n/a', 'biological process')",6,0
"('phenomenon', 'causes', 'n/a', 'disease or phenotypic feature')",88,0
"('phenomenon', 'causes', 'n/a', 'molecular activity')",2,0
"('phenomenon', 'coexists with', 'n/a', 'activity')",3,0
"('phenomenon', 'coexists with', 'n/a', 'behavior')",1,0
"('phenomenon', 'coexists with', 'n/a', 'biological process')",148,0
"('phenomenon', 'coexists with', 'n/a', 'disease or phenotypic feature')",27,0
"('phenomenon', 'coexists with', 'n/a', 'information content entity')",1,0
"('phenomenon', 'coexists with', 'n/a', 'molecular activity')",3,0
"('phenomenon', 'coexists with', 'n/a', 'phenomenon')",2,0
"('phenomenon', 'exacerbates condition', 'n/a', 'disease or phenotypic feature')",3,0
"('phenomenon', 'has input', 'n/a', 'chemical entity')",1,0
"('phenomenon', 'interacts with', 'n/a', 'chemical entity')",13,0
"('phenomenon', 'interacts with', 'n/a', 'gene or gene product')",5,0
"('phenomenon', 'located in', 'n/a', 'anatomical entity')",209,0
"('phenomenon', 'located in', 'n/a', 'cell')",53,0
"('phenomenon', 'located in', 'n/a', 'cellular component')",3,0
"('phenomenon', 'located in', 'n/a', 'gross anatomical structure')",536,0
"('phenomenon', 'located in', 'n/a', 'information content entity')",3,0
"('phenomenon', 'manifestation of', 'n/a', 'biological process')",3,0
"('phenomenon', 'manifestation of', 'n/a', 'phenomenon')",1,0
"('phenomenon', 'occurs in', 'n/a', 'agent')",1,0
"('phenomenon', 'occurs in', 'n/a', 'anatomical entity')",6,0
"('phenomenon', 'occurs in', 'n/a', 'biological entity')",1,0
"('phenomenon', 'occurs in', 'n/a', 'cell')",1,0
"('phenomenon', 'occurs in', 'n/a', 'chemical entity')",1,0
"('phenomenon', 'occurs in', 'n/a', 'cohort')",48,0
"('phenomenon', 'occurs in', 'n/a', 'disease or phenotypic feature')",12,0
"('phenomenon', 'occurs in', 'n/a', 'gene or gene product')",7,0
"('phenomenon', 'occurs in', 'n/a', 'genomic entity')",1,0
"('phenomenon', 'occurs in', 'n/a', 'gross anatomical structure')",11,0
"('phenomenon', 'occurs in', 'n/a', 'human')",2,0
"('phenomenon', 'occurs in', 'n/a', 'organism taxon')",134,0
"('phenomenon', 'occurs in', 'n/a', 'population of individual organisms')",26,0
"('phenomenon', 'precedes', 'n/a', 'biological process')",4,0
"('phenomenon', 'predisposes to condition', 'n/a', 'biological process')",2,0
"('phenomenon', 'predisposes to condition', 'n/a', 'disease or phenotypic feature')",13,0
"('phenomenon', 'predisposes to condition', 'n/a', 'information content entity')",1,0
"('phenomenon', 'produces', 'n/a', 'anatomical entity')",4,0
"('phenomenon', 'produces', 'n/a', 'chemical entity')",50,0
"('phenomenon', 'produces', 'n/a', 'gene or gene product')",67,0
"('phenomenon', 'related to', 'n/a', 'chemical entity')",17,0
"('phenomenon', 'related to', 'n/a', 'clinical attribute')",1,0
"('phenomenon', 'related to', 'n/a', 'disease or phenotypic feature')",263,0
"('phenomenon', 'related to', 'n/a', 'gene or gene product')",2,0
"('phenomenon', 'treats or applied or studied to treat', 'n/a', 'disease or phenotypic feature')",5,0
"('physical entity', 'affects', 'n/a', 'anatomical entity')",1,0
"('physical entity', 'affects', 'n/a', 'biological process')",5,0
"('physical entity', 'affects', 'n/a', 'chemical entity')",11,0
"('physical entity', 'affects', 'n/a', 'disease or phenotypic feature')",1,0
"('physical entity', 'affects', 'n/a', 'gene or gene product')",2,0
"('physical entity', 'causes', 'n/a', 'disease or phenotypic feature')",39,0
"('physical entity', 'coexists with', 'n/a', 'chemical entity')",7,0
"('physical entity', 'diagnoses', 'n/a', 'organism taxon')",4,0
"('physical entity', 'disrupts', 'n/a', 'anatomical entity')",1,0
"('physical entity', 'disrupts', 'n/a', 'biological process')",1,0
"('physical entity', 'disrupts', 'n/a', 'disease or phenotypic feature')",1,0
"('physical entity', 'has input', 'n/a', 'chemical entity')",206,0
"('physical entity', 'has input', 'n/a', 'device')",289,0
"('physical entity', 'has input', 'n/a', 'gene or gene product')",14,0
"('physical entity', 'has input', 'n/a', 'physical entity')",83,0
"('physical entity', 'has input', 'n/a', 'procedure')",1,0
"('physical entity', 'has part', 'n/a', 'gross anatomical structure')",1,0
"('physical entity', 'interacts with', 'n/a', 'chemical entity')",17,0
"('physical entity', 'located in', 'n/a', 'gross anatomical structure')",3,0
"('physical entity', 'located in', 'n/a', 'organism taxon')",1,0
"('physical entity', 'related to', 'n/a', 'disease or phenotypic feature')",3,0
"('physical entity', 'treats or applied or studied to treat', 'n/a', 'anatomical entity')",1,0
"('physical entity', 'treats or applied or studied to treat', 'n/a', 'cohort')",19,0
"('physical entity', 'treats or applied or studied to treat', 'n/a', 'disease or phenotypic feature')",235,0
"('physical entity', 'treats or applied or studied to treat', 'n/a', 'gross anatomical structure')",6,0
"('physical entity', 'treats or applied or studied to treat', 'n/a', 'human')",1,0
"('physical entity', 'treats or applied or studied to treat', 'n/a', 'organism taxon')",1,0
"('physical entity', 'treats or applied or studied to treat', 'n/a', 'population of individual organisms')",7,0
"('physiological process', 'affects', 'n/a', 'biological process')",32,0
"('physiological process', 'affects', 'n/a', 'cell')",5,0
"('physiological process', 'affects', 'n/a', 'chemical entity')",1,0
"('physiological process', 'affects', 'n/a', 'disease or phenotypic feature')",14,0
"('physiological process', 'affects', 'n/a', 'gene or gene product')",1,0
"('physiological process', 'affects', 'n/a', 'organism taxon')",1,0
"('physiological process', 'affects', 'n/a', 'phenomenon')",5,0
"('physiological process', 'causes', 'n/a', 'biological process')",2,0
"('physiological process', 'coexists with', 'n/a', 'biological process')",18,0
"('physiological process', 'located in', 'n/a', 'cell')",58,0
"('physiological process', 'located in', 'n/a', 'cellular component')",1,0
"('physiological process', 'occurs in', 'n/a', 'disease or phenotypic feature')",10,0
"('physiological process', 'occurs in', 'n/a', 'organism taxon')",1,0
"('physiological process', 'produces', 'n/a', 'chemical entity')",1,0
"('polypeptide', 'affects', 'n/a', 'activity')",4,0
"('polypeptide', 'affects', 'n/a', 'anatomical entity')",33,0
"('polypeptide', 'affects', 'n/a', 'biological entity')",2,0
"('polypeptide', 'affects', 'n/a', 'biological process')",838,0
"('polypeptide', 'affects', 'n/a', 'cell')",208,0
"('polypeptide', 'affects', 'n/a', 'cellular component')",34,0
"('polypeptide', 'affects', 'n/a', 'chemical entity')",139,0
"('polypeptide', 'affects', 'n/a', 'disease or phenotypic feature')",561,0
"('polypeptide', 'affects', 'n/a', 'gene or gene product')",867,0
"('polypeptide', 'affects', 'n/a', 'genomic entity')",2,0
"('polypeptide', 'affects', 'n/a', 'gross anatomical structure')",100,0
"('polypeptide', 'affects', 'n/a', 'information content entity')",4,0
"('polypeptide', 'affects', 'n/a', 'molecular activity')",97,0
"('polypeptide', 'affects', 'n/a', 'organism taxon')",7,0
"('polypeptide', 'affects', 'n/a', 'phenomenon')",52,0
"('polypeptide', 'affects', 'n/a', 'physiological process')",2,0
"('polypeptide', 'affects', 'n/a', 'polypeptide')",9,0
"('polypeptide', 'affects', 'n/a', 'procedure')",5,0
"('polypeptide', 'causes', 'n/a', 'biological process')",1,0
"('polypeptide', 'causes', 'n/a', 'disease or phenotypic feature')",292,0
"('polypeptide', 'causes', 'n/a', 'information content entity')",2,0
"('polypeptide', 'causes', 'n/a', 'phenomenon')",3,0
"('polypeptide', 'close match', 'n/a', 'gene or gene product')",1,0
"('polypeptide', 'coexists with', 'n/a', 'cellular component')",1,0
"('polypeptide', 'coexists with', 'n/a', 'chemical entity')",158,0
"('polypeptide', 'coexists with', 'n/a', 'gene or gene product')",172,0
"('polypeptide', 'coexists with', 'n/a', 'polypeptide')",12,0
"('polypeptide', 'derives from', 'n/a', 'chemical entity')",32,0
"('polypeptide', 'derives from', 'n/a', 'gene or gene product')",9,0
"('polypeptide', 'derives from', 'n/a', 'genomic entity')",1,0
"('polypeptide', 'derives from', 'n/a', 'polypeptide')",4,0
"('polypeptide', 'disrupts', 'n/a', 'activity')",1,0
"('polypeptide', 'disrupts', 'n/a', 'anatomical entity')",6,0
"('polypeptide', 'disrupts', 'n/a', 'biological process')",169,0
"('polypeptide', 'disrupts', 'n/a', 'cell')",44,0
"('polypeptide', 'disrupts', 'n/a', 'cellular component')",9,0
"('polypeptide', 'disrupts', 'n/a', 'disease or phenotypic feature')",101,0
"('polypeptide', 'disrupts', 'n/a', 'gross anatomical structure')",20,0
"('polypeptide', 'disrupts', 'n/a', 'information content entity')",2,0
"('polypeptide', 'disrupts', 'n/a', 'molecular activity')",27,0
"('polypeptide', 'disrupts', 'n/a', 'organism taxon')",1,0
"('polypeptide', 'disrupts', 'n/a', 'phenomenon')",4,0
"('polypeptide', 'disrupts', 'n/a', 'procedure')",2,0
"('polypeptide', 'exacerbates condition', 'n/a', 'biological process')",1,0
"('polypeptide', 'has part', 'n/a', 'chemical entity')",2,0
"('polypeptide', 'has part', 'n/a', 'gene or gene product')",1,0
"('polypeptide', 'interacts with', 'n/a', 'cell')",3,0
"('polypeptide', 'interacts with', 'n/a', 'chemical entity')",417,0
"('polypeptide', 'interacts with', 'n/a', 'gene or gene product')",802,0
"('polypeptide', 'interacts with', 'n/a', 'genomic entity')",5,0
"('polypeptide', 'interacts with', 'n/a', 'polypeptide')",54,0
"('polypeptide', 'located in', 'n/a', 'anatomical entity')",200,0
"('polypeptide', 'located in', 'n/a', 'cell')",8,0
"('polypeptide', 'located in', 'n/a', 'cellular component')",6,0
"('polypeptide', 'located in', 'n/a', 'chemical entity')",1,0
"('polypeptide', 'located in', 'n/a', 'gross anatomical structure')",228,0
"('polypeptide', 'located in', 'n/a', 'information content entity')",1,0
"('polypeptide', 'located in', 'n/a', 'organism taxon')",145,0
"('polypeptide', 'predisposes to condition', 'n/a', 'disease or phenotypic feature')",195,0
"('polypeptide', 'related to', 'n/a', 'disease or phenotypic feature')",1072,0
"('polypeptide', 'related to', 'n/a', 'information content entity')",1,0
"('polypeptide', 'treats or applied or studied to treat', 'n/a', 'agent')",1,0
"('polypeptide', 'treats or applied or studied to treat', 'n/a', 'biological entity')",3,0
"('polypeptide', 'treats or applied or studied to treat', 'n/a', 'cell')",283,0
"('polypeptide', 'treats or applied or studied to treat', 'n/a', 'cellular component')",3,0
"('polypeptide', 'treats or applied or studied to treat', 'n/a', 'cohort')",1,0
"('polypeptide', 'treats or applied or studied to treat', 'n/a', 'disease or phenotypic feature')",24,0
"('polypeptide', 'treats or applied or studied to treat', 'n/a', 'organism taxon')",5,0
"('polypeptide', 'treats or applied or studied to treat', 'n/a', 'population of individual organisms')",1,0
"('population of individual organisms', 'coexists with', 'n/a', 'chemical entity')",1,0
"('population of individual organisms', 'coexists with', 'n/a', 'disease or phenotypic feature')",4,0
"('population of individual organisms', 'diagnoses', 'n/a', 'disease or phenotypic feature')",9,0
"('population of individual organisms', 'has input', 'n/a', 'device')",54,0
"('population of individual organisms', 'has input', 'n/a', 'physical entity')",5,0
"('population of individual organisms', 'has part', 'n/a', 'anatomical entity')",114,0
"('population of individual organisms', 'has part', 'n/a', 'cell')",33,0
"('population of individual organisms', 'has part', 'n/a', 'chemical entity')",63,0
"('population of individual organisms', 'has part', 'n/a', 'disease or phenotypic feature')",50,0
"('population of individual organisms', 'has part', 'n/a', 'gene or gene product')",111,0
"('population of individual organisms', 'has part', 'n/a', 'genomic entity')",6,0
"('population of individual organisms', 'has part', 'n/a', 'gross anatomical structure')",192,0
"('population of individual organisms', 'has part', 'n/a', 'polypeptide')",2,0
"('population of individual organisms', 'interacts with', 'n/a', 'agent')",1,0
"('population of individual organisms', 'interacts with', 'n/a', 'cohort')",11,0
"('population of individual organisms', 'interacts with', 'n/a', 'organism taxon')",1,0
"('population of individual organisms', 'interacts with', 'n/a', 'population of individual organisms')",2,0
"('population of individual organisms', 'occurs in', 'n/a', 'cohort')",20,0
"('population of individual organisms', 'occurs in', 'n/a', 'disease or phenotypic feature')",1,0
"('population of individual organisms', 'occurs in', 'n/a', 'gross anatomical structure')",1,0
"('population of individual organisms', 'occurs in', 'n/a', 'population of individual organisms')",24,0
"('population of individual organisms', 'predisposes to condition', 'n/a', 'disease or phenotypic feature')",2,0
"('population of individual organisms', 'treats or applied or studied to treat', 'n/a', 'cohort')",1,0
"('population of individual organisms', 'treats or applied or studied to treat', 'n/a', 'disease or phenotypic feature')",3,0
"('population of individual organisms', 'treats or applied or studied to treat', 'n/a', 'organism taxon')",1,0
"('procedure', 'affects', 'n/a', 'activity')",147,0
"('procedure', 'affects', 'n/a', 'anatomical entity')",24,0
"('procedure', 'affects', 'n/a', 'behavior')",10,0
"('procedure', 'affects', 'n/a', 'biological entity')",22,0
"('procedure', 'affects', 'n/a', 'biological process')",4788,0
"('procedure', 'affects', 'n/a', 'cell')",2,0
"('procedure', 'affects', 'n/a', 'clinical attribute')",25,0
"('procedure', 'affects', 'n/a', 'disease or phenotypic feature')",4872,0
"('procedure', 'affects', 'n/a', 'gene or gene product')",2,0
"('procedure', 'affects', 'n/a', 'gross anatomical structure')",1,0
"('procedure', 'affects', 'n/a', 'information content entity')",67,0
"('procedure', 'affects', 'n/a', 'molecular activity')",351,0
"('procedure', 'affects', 'n/a', 'phenomenon')",186,0
"('procedure', 'affects', 'n/a', 'physiological process')",1,0
"('procedure', 'affects', 'n/a', 'procedure')",11,0
"('procedure', 'causes', 'n/a', 'biological process')",2,0
"('procedure', 'causes', 'n/a', 'clinical attribute')",4,0
"('procedure', 'causes', 'n/a', 'disease or phenotypic feature')",5763,0
"('procedure', 'causes', 'n/a', 'information content entity')",3,0
"('procedure', 'causes', 'n/a', 'procedure')",2,0
"('procedure', 'close match', 'n/a', 'chemical entity')",12,0
"('procedure', 'close match', 'n/a', 'gene or gene product')",3,0
"('procedure', 'close match', 'n/a', 'information content entity')",3,0
"('procedure', 'close match', 'n/a', 'procedure')",41,0
"('procedure', 'coexists with', 'n/a', 'activity')",8,0
"('procedure', 'coexists with', 'n/a', 'behavior')",1,0
"('procedure', 'coexists with', 'n/a', 'biological process')",33,0
"('procedure', 'coexists with', 'n/a', 'clinical attribute')",2,0
"('procedure', 'coexists with', 'n/a', 'disease or phenotypic feature')",130,0
"('procedure', 'coexists with', 'n/a', 'molecular activity')",3,0
"('procedure', 'coexists with', 'n/a', 'procedure')",22,0
"('procedure', 'diagnoses', 'n/a', 'activity')",7,0
"('procedure', 'diagnoses', 'n/a', 'anatomical entity')",23,0
"('procedure', 'diagnoses', 'n/a', 'behavior')",5,0
"('procedure', 'diagnoses', 'n/a', 'biological entity')",83,0
"('procedure', 'diagnoses', 'n/a', 'biological process')",9,0
"('procedure', 'diagnoses', 'n/a', 'chemical entity')",1,0
"('procedure', 'diagnoses', 'n/a', 'clinical attribute')",24,0
"('procedure', 'diagnoses', 'n/a', 'disease or phenotypic feature')",25713,0
"('procedure', 'diagnoses', 'n/a', 'event')",1,0
"('procedure', 'diagnoses', 'n/a', 'gross anatomical structure')",6,0
"('procedure', 'diagnoses', 'n/a', 'information content entity')",86,0
"('procedure', 'diagnoses', 'n/a', 'organism taxon')",215,0
"('procedure', 'diagnoses', 'n/a', 'population of individual organisms')",2,0
"('procedure', 'diagnoses', 'n/a', 'procedure')",30,0
"('procedure', 'disrupts', 'n/a', 'anatomical entity')",1,0
"('procedure', 'disrupts', 'n/a', 'biological process')",1,0
"('procedure', 'disrupts', 'n/a', 'disease or phenotypic feature')",82,0
"('procedure', 'disrupts', 'n/a', 'gross anatomical structure')",9,0
"('procedure', 'exacerbates condition', 'n/a', 'activity')",1,0
"('procedure', 'exacerbates condition', 'n/a', 'biological process')",5,0
"('procedure', 'exacerbates condition', 'n/a', 'disease or phenotypic feature')",53,0
"('procedure', 'has input', 'n/a', 'anatomical entity')",1,0
"('procedure', 'has input', 'n/a', 'cell')",4,0
"('procedure', 'has input', 'n/a', 'cellular component')",1,0
"('procedure', 'has input', 'n/a', 'chemical entity')",20838,0
"('procedure', 'has input', 'n/a', 'device')",5314,0
"('procedure', 'has input', 'n/a', 'disease or phenotypic feature')",4,0
"('procedure', 'has input', 'n/a', 'gene or gene product')",8407,0
"('procedure', 'has input', 'n/a', 'genomic entity')",164,0
"('procedure', 'has input', 'n/a', 'information content entity')",16,0
"('procedure', 'has input', 'n/a', 'molecular activity')",16,0
"('procedure', 'has input', 'n/a', 'organism taxon')",7,0
"('procedure', 'has input', 'n/a', 'physical entity')",470,0
"('procedure', 'has input', 'n/a', 'polypeptide')",16,0
"('procedure', 'has input', 'n/a', 'population of individual organisms')",3,0
"('procedure', 'has input', 'n/a', 'procedure')",178,0
"('procedure', 'has input', 'n/a', 'publication')",9,0
"('procedure', 'located in', 'n/a', 'agent')",139,0
"('procedure', 'located in', 'n/a', 'anatomical entity')",6663,0
"('procedure', 'located in', 'n/a', 'cell')",668,0
"('procedure', 'located in', 'n/a', 'cellular component')",354,0
"('procedure', 'located in', 'n/a', 'chemical entity')",10,0
"('procedure', 'located in', 'n/a', 'clinical attribute')",3,0
"('procedure', 'located in', 'n/a', 'device')",1,0
"('procedure', 'located in', 'n/a', 'disease or phenotypic feature')",7,0
"('procedure', 'located in', 'n/a', 'gross anatomical structure')",9242,0
"('procedure', 'located in', 'n/a', 'information content entity')",72,0
"('procedure', 'located in', 'n/a', 'organism taxon')",14,0
"('procedure', 'located in', 'n/a', 'physical entity')",1,0
"('procedure', 'located in', 'n/a', 'publication')",28,0
"('procedure', 'occurs in', 'n/a', 'agent')",1,0
"('procedure', 'occurs in', 'n/a', 'chemical entity')",6,0
"('procedure', 'occurs in', 'n/a', 'cohort')",11,0
"('procedure', 'occurs in', 'n/a', 'disease or phenotypic feature')",3,0
"('procedure', 'occurs in', 'n/a', 'gene or gene product')",133,0
"('procedure', 'occurs in', 'n/a', 'genomic entity')",1,0
"('procedure', 'occurs in', 'n/a', 'gross anatomical structure')",6,0
"('procedure', 'occurs in', 'n/a', 'organism taxon')",2,0
"('procedure', 'occurs in', 'n/a', 'population of individual organisms')",15,0
"('procedure', 'precedes', 'n/a', 'activity')",86,0
"('procedure', 'precedes', 'n/a', 'anatomical entity')",7,0
"('procedure', 'precedes', 'n/a', 'behavior')",2,0
"('procedure', 'precedes', 'n/a', 'biological process')",43,0
"('procedure', 'precedes', 'n/a', 'chemical entity')",90,0
"('procedure', 'precedes', 'n/a', 'clinical attribute')",12,0
"('procedure', 'precedes', 'n/a', 'device')",2,0
"('procedure', 'precedes', 'n/a', 'disease or phenotypic feature')",613,0
"('procedure', 'precedes', 'n/a', 'gene or gene product')",23,0
"('procedure', 'precedes', 'n/a', 'information content entity')",57,0
"('procedure', 'precedes', 'n/a', 'molecular activity')",6,0
"('procedure', 'precedes', 'n/a', 'procedure')",11020,0
"('procedure', 'precedes', 'n/a', 'publication')",77,0
"('procedure', 'predisposes to condition', 'n/a', 'anatomical entity')",1,0
"('procedure', 'predisposes to condition', 'n/a', 'clinical attribute')",1,0
"('procedure', 'predisposes to condition', 'n/a', 'disease or phenotypic feature')",1364,0
"('procedure', 'predisposes to condition', 'n/a', 'information content entity')",3,0
"('procedure', 'produces', 'n/a', 'clinical attribute')",1,0
"('procedure', 'related to', 'n/a', 'biological process')",13,0
"('procedure', 'related to', 'n/a', 'information content entity')",1,0
"('procedure', 'related to', 'n/a', 'molecular activity')",1,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'agent')",20,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'anatomical entity')",28,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'behavior')",4,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'biological entity')",10,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'biological process')",1,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'clinical attribute')",11,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'cohort')",2374,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'disease or phenotypic feature')",55361,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'event')",1,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'gene or gene product')",2,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'gross anatomical structure')",167,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'human')",11,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'information content entity')",53,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'organism taxon')",344,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'phenomenon')",3,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'population of individual organisms')",1330,0
"('procedure', 'treats or applied or studied to treat', 'n/a', 'procedure')",1,0
"('publication', 'affects', 'n/a', 'chemical entity')",2,0
"('publication', 'affects', 'n/a', 'disease or phenotypic feature')",1,0
"('publication', 'affects', 'n/a', 'gene or gene product')",9,0
"('publication', 'causes', 'n/a', 'disease or phenotypic feature')",19,0
"('publication', 'coexists with', 'n/a', 'chemical entity')",3,0
"('publication', 'coexists with', 'n/a', 'gene or gene product')",1,0
"('publication', 'diagnoses', 'n/a', 'activity')",1,0
"('publication', 'diagnoses', 'n/a', 'biological process')",1,0
"('publication', 'diagnoses', 'n/a', 'clinical attribute')",2,0
"('publication', 'diagnoses', 'n/a', 'disease or phenotypic feature')",389,0
"('publication', 'diagnoses', 'n/a', 'information content entity')",3,0
"('publication', 'diagnoses', 'n/a', 'procedure')",1,0
"('publication', 'has input', 'n/a', 'chemical entity')",32,0
"('publication', 'has input', 'n/a', 'device')",8,0
"('publication', 'has input', 'n/a', 'gene or gene product')",2,0
"('publication', 'has input', 'n/a', 'physical entity')",3,0
"('publication', 'has input', 'n/a', 'population of individual organisms')",1,0
"('publication', 'interacts with', 'n/a', 'chemical entity')",3,0
"('publication', 'interacts with', 'n/a', 'gene or gene product')",5,0
"('publication', 'located in', 'n/a', 'agent')",3,0
"('publication', 'located in', 'n/a', 'anatomical entity')",124,0
"('publication', 'located in', 'n/a', 'cell')",187,0
"('publication', 'located in', 'n/a', 'cellular component')",117,0
"('publication', 'located in', 'n/a', 'chemical entity')",2,0
"('publication', 'located in', 'n/a', 'disease or phenotypic feature')",1,0
"('publication', 'located in', 'n/a', 'gross anatomical structure')",160,0
"('publication', 'located in', 'n/a', 'information content entity')",8,0
"('publication', 'located in', 'n/a', 'organism taxon')",2,0
"('publication', 'occurs in', 'n/a', 'cohort')",1,0
"('publication', 'occurs in', 'n/a', 'population of individual organisms')",3,0
"('publication', 'precedes', 'n/a', 'procedure')",3,0
"('publication', 'predisposes to condition', 'n/a', 'disease or phenotypic feature')",3,0
